Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:6fxVffaTuwjgEk5h9QyRjy,cb32b95f19b94a969db5e02c6102bb00,2025-11-26T01:01:03Z,0,"Great production that develops the songs soundscape. But besides that, extremely conventional and cliché in all aspects. Not for me. Also, didn't find a real story",e892aa3abc704c919b93944a0ff326f6
spotify:track:6H503HrJOogVycvQkq2SuG,cb32b95f19b94a969db5e02c6102bb00,2025-11-26T01:01:03Z,0,"Good song, original, but it feels more as a documentary than a song. It brings across the story very factual, but for me lacks the musical connection to also bring the emotion across. Didn't know this song, so thank you for submitting. ",e892aa3abc704c919b93944a0ff326f6
spotify:track:6xpDh0dXrkVp0Po1qrHUd8,cb32b95f19b94a969db5e02c6102bb00,2025-11-26T01:01:03Z,0,"Meh... powerful subject, but it didn't make me feel anything. It has some development, but the harmonics, rhythm, melody and vocal delivery are very static.",e892aa3abc704c919b93944a0ff326f6
spotify:track:00Mb3DuaIH1kjrwOku9CGU,cb32b95f19b94a969db5e02c6102bb00,2025-11-26T01:01:03Z,0,"A true pop culture icon, referenced countless times. Also, apparently Avril still looks the same. For me, it's ok to listen to, but it's conventional in every way. It has a chord progression of 8 chords instead of 4, that's something :) The story clear and understandable, but ultimately doesn't move me",e892aa3abc704c919b93944a0ff326f6
spotify:track:00Mb3DuaIH1kjrwOku9CGU,17967ba07eb34cc79ad594431228c338,2025-11-26T05:46:05Z,2,"I loved this song so much in high school! I can't tell you how much better it sounds with two 12"" subwoofers in the trunk of a hatchback. More bass than you would think when listening on regular speakers. And the story felt so meaningful at the time as well.",e892aa3abc704c919b93944a0ff326f6
spotify:track:1qw2rsoB66rYi9GF1vnXMB,17967ba07eb34cc79ad594431228c338,2025-11-26T05:46:05Z,0,I would have voted for the Weeknd version...,e892aa3abc704c919b93944a0ff326f6
spotify:track:2fXKyAyPrEa24c6PJyqznF,17967ba07eb34cc79ad594431228c338,2025-11-26T05:46:05Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:2K9HIbwDrjsOJ0dkKgZd1C,17967ba07eb34cc79ad594431228c338,2025-11-26T05:46:05Z,2,,e892aa3abc704c919b93944a0ff326f6
spotify:track:3UmaczJpikHgJFyBTAJVoz,17967ba07eb34cc79ad594431228c338,2025-11-26T05:46:05Z,3,,e892aa3abc704c919b93944a0ff326f6
spotify:track:6xpDh0dXrkVp0Po1qrHUd8,17967ba07eb34cc79ad594431228c338,2025-11-26T05:46:05Z,2,,e892aa3abc704c919b93944a0ff326f6
spotify:track:00Mb3DuaIH1kjrwOku9CGU,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,0,This does bring back memories from my MTV time.,e892aa3abc704c919b93944a0ff326f6
spotify:track:1gsQmDnyXfq6jPIXYCPKHB,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,1,What a sad story..,e892aa3abc704c919b93944a0ff326f6
spotify:track:1qw2rsoB66rYi9GF1vnXMB,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,0,The medieval theme does sound like a great story is being told. Funny cover from the Weeknd. But I found the story lacking depth. ,e892aa3abc704c919b93944a0ff326f6
spotify:track:2dr2G3Ku8K5WaqXyPpsz0z,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,3,"I have also wondered what, as a parent, I should do. Sometimes the 'correct' path isn't the safest for your family. What is the correct path? Would I dare to take it?",e892aa3abc704c919b93944a0ff326f6
spotify:track:2fXKyAyPrEa24c6PJyqznF,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,1,I'm already living as common people....,e892aa3abc704c919b93944a0ff326f6
spotify:track:2K9HIbwDrjsOJ0dkKgZd1C,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,1,Funny story! Did not know this one.,e892aa3abc704c919b93944a0ff326f6
spotify:track:6crBy2sODw2HS53xquM6us,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,1,I forgot about this one! I really laughed the first time I heard this song.,e892aa3abc704c919b93944a0ff326f6
spotify:track:6H503HrJOogVycvQkq2SuG,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-11-27T08:08:03Z,2,Strong story!,e892aa3abc704c919b93944a0ff326f6
spotify:track:2fXKyAyPrEa24c6PJyqznF,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,0,"Nice build up of the music, but no points for this one.",e892aa3abc704c919b93944a0ff326f6
spotify:track:00Mb3DuaIH1kjrwOku9CGU,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,2,I love how absolutely meta that last verse is.   ,e892aa3abc704c919b93944a0ff326f6
spotify:track:1gsQmDnyXfq6jPIXYCPKHB,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,0,"Story is pretty good, but the singing is (gently put) incredibly meh. ",e892aa3abc704c919b93944a0ff326f6
spotify:track:1qw2rsoB66rYi9GF1vnXMB,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,0,"I thought it started comedic, but then it wasn't funny anymore after that :( Nice take on the song and nice singing but according to the prompt there was not enough story here to earn a point. ",e892aa3abc704c919b93944a0ff326f6
spotify:track:2dr2G3Ku8K5WaqXyPpsz0z,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,2,"Courageous to pick a Dutch song, but I really appreciated this one. I hope the others looked up a translation, and if not before voting consider doing it now anyway. Worth it. ",e892aa3abc704c919b93944a0ff326f6
spotify:track:2K9HIbwDrjsOJ0dkKgZd1C,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,1,Great story!,e892aa3abc704c919b93944a0ff326f6
spotify:track:2LN8mDsvMvG7JU69vtpLhk,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,1,I'm upset at the open ending -_- Otherwise great song!,e892aa3abc704c919b93944a0ff326f6
spotify:track:3hb2ScEVkGchcAQqrPLP0R,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,0,After all the memes and gags I finally took the time to properly listen to this one. Lyrics drip of remembrence and nostalgia which is kinda nice. Hard to get past how overplayed this song is tho :(,e892aa3abc704c919b93944a0ff326f6
spotify:track:3qpJzh7qdmHVokaYdeZWfR,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,1,"I found out about this one quite recently and submitted it two leagues ago. Then I found out it was submitted to one of the few leagues I missed so it lacked the impact of surprise. What a trip though, eh? Point for a like minded spirit!",e892aa3abc704c919b93944a0ff326f6
spotify:track:3UmaczJpikHgJFyBTAJVoz,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,1,"Emma thought I would submit this one. I would've but I already had other plans. Amazing song that still maintains Eminems style, while also humanizing him in a good way. I think it was the first song where I thought he was a decent human being behind the ganster facade. ",e892aa3abc704c919b93944a0ff326f6
spotify:track:4NnWuGQujzWUEg0uZokO5M,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,0,Story is a bit too vague... did he push her off a cliff into the ocean and regretted it later? Or am I just thinking way too dark here ¯\_(ツ)_/¯,e892aa3abc704c919b93944a0ff326f6
spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,2,Perfect story with a twist! Relationship is doomed though since both were willing to cheat their way out. ,e892aa3abc704c919b93944a0ff326f6
spotify:track:6crBy2sODw2HS53xquM6us,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,0,"While I try to stay away from the popular charts, I couldn't pass up this Tenacious D gem. Upon further inspection though... it only hit the charts in the UK, NZ, AUS and of course NL :D USA didn't like it that much, eh?",e892aa3abc704c919b93944a0ff326f6
spotify:track:6fxVffaTuwjgEk5h9QyRjy,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,0,"Not quite a story. Fine lyrics about the nature of photographs, though. There might be a story buried underneath but it's up to everyones personal interpretation. ",e892aa3abc704c919b93944a0ff326f6
spotify:track:6xpDh0dXrkVp0Po1qrHUd8,8f417b39dd2c4db190f99a5c65de0d17,2025-11-28T09:59:38Z,0,"Not really a story, more like a suicide note. Good song, but controversial. I just went to an inspirational evening on how to raise teenagers with Emma and themes like this scare me nowadays. My kids are fine, but as a parent these ""messages"" and signs hit harder, I think. ",e892aa3abc704c919b93944a0ff326f6
spotify:track:00Mb3DuaIH1kjrwOku9CGU,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:2dr2G3Ku8K5WaqXyPpsz0z,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:2fXKyAyPrEa24c6PJyqznF,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:2K9HIbwDrjsOJ0dkKgZd1C,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:3qpJzh7qdmHVokaYdeZWfR,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:3UmaczJpikHgJFyBTAJVoz,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:4NnWuGQujzWUEg0uZokO5M,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:6crBy2sODw2HS53xquM6us,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:6H503HrJOogVycvQkq2SuG,03706e4d1d7f485fb17402c595c6e3d2,2025-11-28T20:34:52Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:4NnWuGQujzWUEg0uZokO5M,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,0,"A beautiful little story about a lost love, by Robert Smith who's been happily dating and married to his high school girlfriend for 50 years",e892aa3abc704c919b93944a0ff326f6
spotify:track:00Mb3DuaIH1kjrwOku9CGU,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:1gsQmDnyXfq6jPIXYCPKHB,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,2,A favorite of mine.  I always thought of it as a ghost story.  Is the war as righteous as the unreliable narrator thinks?  I feel like it's a commentary on the human cost of 'patriotism'.,e892aa3abc704c919b93944a0ff326f6
spotify:track:1qw2rsoB66rYi9GF1vnXMB,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,0,"I liked how she changed the lyrics to Ser Weeknd's song to have a little more story to it.  Might not be as much of a story as some others on the playlist, but with two songs per round I want to try to pick more fun stuff",e892aa3abc704c919b93944a0ff326f6
spotify:track:2fXKyAyPrEa24c6PJyqznF,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,2,"Someone is baiting me with these picks, I think.  It's like they know I can't _not_ give a bunch of points to these two songs...",e892aa3abc704c919b93944a0ff326f6
spotify:track:2K9HIbwDrjsOJ0dkKgZd1C,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,1,"Another one that I should give more points to, but I'm already stretched pretty thin",e892aa3abc704c919b93944a0ff326f6
spotify:track:2LN8mDsvMvG7JU69vtpLhk,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,1,"Surprisingly other than We're Gonna Be Friends, I think this is the first Jack White song across all my music leagues",e892aa3abc704c919b93944a0ff326f6
spotify:track:3qpJzh7qdmHVokaYdeZWfR,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,1,"Somebody else might mention that this song has popped up a few times in other leagues.  I tried not to let that affect my vote for this, and I still think it's neat.",e892aa3abc704c919b93944a0ff326f6
spotify:track:6fxVffaTuwjgEk5h9QyRjy,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:6H503HrJOogVycvQkq2SuG,40c82386fde649698175204b126c1f48,2025-11-30T14:28:04Z,1,,e892aa3abc704c919b93944a0ff326f6
spotify:track:1gsQmDnyXfq6jPIXYCPKHB,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,2,Loved this,e892aa3abc704c919b93944a0ff326f6
spotify:track:1qw2rsoB66rYi9GF1vnXMB,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,1,Lovely. I liked this better than The Weeknd's version,e892aa3abc704c919b93944a0ff326f6
spotify:track:2dr2G3Ku8K5WaqXyPpsz0z,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,1,My first time listening to a Dutch song,e892aa3abc704c919b93944a0ff326f6
spotify:track:2LN8mDsvMvG7JU69vtpLhk,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,1,Interesting story,e892aa3abc704c919b93944a0ff326f6
spotify:track:3UmaczJpikHgJFyBTAJVoz,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,1,This song aged well,e892aa3abc704c919b93944a0ff326f6
spotify:track:4NnWuGQujzWUEg0uZokO5M,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,1,The Cure will usually get my vote. Still one of my favorite songs and music videos of all time,e892aa3abc704c919b93944a0ff326f6
spotify:track:6crBy2sODw2HS53xquM6us,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,2,,e892aa3abc704c919b93944a0ff326f6
spotify:track:6H503HrJOogVycvQkq2SuG,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,0,"As a Japanese American whose family also immigrated to the US in 1905, I appreciated the history lesson. I've been meaning to check out his music, though I didn't click with the flow of this song",e892aa3abc704c919b93944a0ff326f6
spotify:track:00Mb3DuaIH1kjrwOku9CGU,8e89c17884874f70b85ac9e4dcf5e8ef,2025-11-30T15:12:05Z,1,Oh Avril,e892aa3abc704c919b93944a0ff326f6
spotify:track:1qw2rsoB66rYi9GF1vnXMB,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,0,"I really like the song, had no idea Bardcore was a thing....  But I'm not really seeing the story? I want to give it a point, but I'm going to let the theme take charge....",e892aa3abc704c919b93944a0ff326f6
spotify:track:2dr2G3Ku8K5WaqXyPpsz0z,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,1,Yorick had to explain the song to me..... ,e892aa3abc704c919b93944a0ff326f6
spotify:track:2fXKyAyPrEa24c6PJyqznF,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,0,"Interesting message, though I didn't really find a story in it.",e892aa3abc704c919b93944a0ff326f6
spotify:track:2K9HIbwDrjsOJ0dkKgZd1C,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,1,"A classic, but not my favorite.",e892aa3abc704c919b93944a0ff326f6
spotify:track:3hb2ScEVkGchcAQqrPLP0R,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,0,I didn't find the story here either. Just some guy looking at photographs and remembering things here and there.,e892aa3abc704c919b93944a0ff326f6
spotify:track:2LN8mDsvMvG7JU69vtpLhk,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,2,"I think the milkman is the little brother's daddy.... I enjoyed this...but I often listen to crime podcasts, lol.",e892aa3abc704c919b93944a0ff326f6
spotify:track:3qpJzh7qdmHVokaYdeZWfR,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,0,"Listening to it again, I appreciate it a little more. I don't really see a story in this, but it does have an interesting dialogue.",e892aa3abc704c919b93944a0ff326f6
spotify:track:3UmaczJpikHgJFyBTAJVoz,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,1,"Yeah, another twisty 'song'. I only give it 1 point for the story, but not so much as a song. (I think Kenji is more a song than this, for example.)",e892aa3abc704c919b93944a0ff326f6
spotify:track:4NnWuGQujzWUEg0uZokO5M,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,0,"I don't think there's a story here, or I'm completely missing it.",e892aa3abc704c919b93944a0ff326f6
spotify:track:6crBy2sODw2HS53xquM6us,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,2,It's a great story. Thank goodness Jack Black saved us all from doom.,e892aa3abc704c919b93944a0ff326f6
spotify:track:6fxVffaTuwjgEk5h9QyRjy,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,0,"Yeah, photographs are great, but where's the story?",e892aa3abc704c919b93944a0ff326f6
spotify:track:6H503HrJOogVycvQkq2SuG,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,2,"Comparing this to Stan, I find this more of a song. Anyway, this based on true story makes me sad.",e892aa3abc704c919b93944a0ff326f6
spotify:track:6xpDh0dXrkVp0Po1qrHUd8,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,0,"It's not a story, but I see the message, that I kind of feel guilty to not give this a point.... But points are limited, so......",e892aa3abc704c919b93944a0ff326f6
spotify:track:1gsQmDnyXfq6jPIXYCPKHB,f2c7860442964a8aa327c08f81ce884e,2025-11-30T16:20:03Z,1,"A short story!  Indeed, I am wondering if the soldier is a ghost or what....whoa....",e892aa3abc704c919b93944a0ff326f6
spotify:track:0Z7nGFVCLfixWctgePsRk9,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"I really appreciate the effort here in blending genres while still being a Beyoncé song. Yes, it's still a pop song with straightforward progression and harmonics, it mainly borrows the instruments and sound, and not so much the structure. But still, it's creative, and I always enjoy seeing people try something new. What I really missed is her vocals. She has an amazing voice, but hardly used it in this song...",6c42e6747cd0462db26ba8605f729d93
spotify:track:1Cj2vqUwlJVG27gJrun92y,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"I'm conflicted on this one. It's great vocal and orchestral performance, and it's an emotional song. Sure, after the first crescendo, the rest of the song is a bit too predictable for my taste, but on paper, I should have really enjoyed listening to it, but instead I didn't feel too much either way. Maybe it was because I felt his voice lost its emotional power when the song started to develop in intensity.",6c42e6747cd0462db26ba8605f729d93
spotify:track:0S3gpZzlT9Hb7CCSV2owX7,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,2,"Two Ozzy ballets? Come on... we can do better than that.  A nice ballet nonetheless, and for me, one of his better songs. It's very warm with great timbre with an iconic bridge. But it also lacks for me the vocal performance and virtuosity to really deliver an emotional message. The melody is enjoyable, but the fairly straightforward harmonics and standard rhythm keep it from being an excellent song for me.",6c42e6747cd0462db26ba8605f729d93
spotify:track:1cPXOzyeZauSAsT1yy7aBp,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"meh meh meh... really wanted to like this song as it is very different from their normal work, but the vocals are just so inconsistent and it's such a linear song. I did enjoy the arrangement and instrumental performance.",6c42e6747cd0462db26ba8605f729d93
spotify:track:2XlwQp17g1hnMGueyMY6pr,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,6,"Sting and Herbie, what a magical mashup. Great reinterpretation of a classic. Intimate, and harmonically sophisticated. It really puts the skills of the artists on display with basically the majority of the song being just String and Herbie with a subtle Double bass as backdrop. Great stuff",6c42e6747cd0462db26ba8605f729d93
spotify:track:2ysXuQd8uOfSMZcMRR5Ux4,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"I like this exploration, but it's so static and repetitive with virtually no development. And the production is so flat and tight, like I'm listening to a metronome.",6c42e6747cd0462db26ba8605f729d93
spotify:track:35ItUJlMtjOQW3SSiTCrrw,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"Fun to listen to for a bit, and they're definitely able to recreate this rockabilly feel. But they did a pretty much 1:1 rendition of the original song with very little innovation in arrangement, performance, harmonic, whatever. So yeah, it's ok",6c42e6747cd0462db26ba8605f729d93
spotify:track:3DlRZM6zKSlAZigHbJQ3cp,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"Yes, she did capture the psychedelic groovy 60's vibe, but It doesn't feel like a big departure from her other work for me. It has a nice and powerful hook, but that's pretty much the whole song. Just too repetitive to enjoy it past the first 30 seconds (those first 30 seconds I really enjoyed)",6c42e6747cd0462db26ba8605f729d93
spotify:track:4IvZLDtwBHmBmwgDIUbuwa,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"Yup, it's a pop song. It was difficult to find anything in here that I liked.",6c42e6747cd0462db26ba8605f729d93
spotify:track:5H1sKFMzDeMtXwND3V6hRY,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,1,"Nice fusion between K-pop and hardstyle/EDM. Very driving hardstyle beat, making this ready to be played in the club. It's creative and confident. And for a hardstyle/EDM song, I quite liked it, even tho it was very hook-driven.",6c42e6747cd0462db26ba8605f729d93
spotify:track:5QdBAG8cpZhM3kIAQLDRN2,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"Two Ozzy ballets? Come on... we can do better than that. But unlike in the other one, there isn't much here for me. Literal lyrics, repetitive harmonics and structure with a weak melody. Also, for me, it doesn't feel cohesive.",6c42e6747cd0462db26ba8605f729d93
spotify:track:5X6yCKuV7JIBDhlON8rNEm,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,1,"Perfect analysis and description of a 00's pop song. Very mediocre, repetitive song, but it was funny, so points for that",6c42e6747cd0462db26ba8605f729d93
spotify:track:6F2vo4sxRNQ58VYe3pdiaL,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"Very creative, mixing a lot of genres that weren't mixed before. Interesting listening. It has a nice funk feel throughout, with some solos, but it is fairly harmonically underdeveloped and repetitive. It could have been so much more...",6c42e6747cd0462db26ba8605f729d93
spotify:track:6oT5s4bAHOMM5cvt1v9Kzv,cb32b95f19b94a969db5e02c6102bb00,2025-12-02T22:03:07Z,0,"Nice vocal delivery, but the song relies a bit too much on this vocal delivery, with everything else being fairly underdeveloped. It does have a nice Americana feel to it.",6c42e6747cd0462db26ba8605f729d93
spotify:track:0S3gpZzlT9Hb7CCSV2owX7,17967ba07eb34cc79ad594431228c338,2025-12-03T04:09:25Z,3,,6c42e6747cd0462db26ba8605f729d93
spotify:track:1Cj2vqUwlJVG27gJrun92y,17967ba07eb34cc79ad594431228c338,2025-12-03T04:09:25Z,2,"I tried to pick this song, but you beat me to it! I'll never forget how beautiful this song was when Vanessa James and Morgan Cipres skated to it in the 2018 Olympics.",6c42e6747cd0462db26ba8605f729d93
spotify:track:2ysXuQd8uOfSMZcMRR5Ux4,17967ba07eb34cc79ad594431228c338,2025-12-03T04:09:25Z,2,"To be fair, this whole album felt like a departure from their usual style, but I'm feeling it.",6c42e6747cd0462db26ba8605f729d93
spotify:track:3DlRZM6zKSlAZigHbJQ3cp,17967ba07eb34cc79ad594431228c338,2025-12-03T04:09:25Z,2,,6c42e6747cd0462db26ba8605f729d93
spotify:track:5QdBAG8cpZhM3kIAQLDRN2,17967ba07eb34cc79ad594431228c338,2025-12-03T04:09:25Z,1,,6c42e6747cd0462db26ba8605f729d93
spotify:track:0Z7nGFVCLfixWctgePsRk9,6f82e8f8fc0c4ad7a1e7973ea55efcba,2025-12-03T13:09:42Z,1,"Super recognizable voice, but definitely a different style!",6c42e6747cd0462db26ba8605f729d93
